id,type,status,titleEn,contentEn,titleTa,contentTa,branchId,valueAtTime,budgetAtTime,period,createdAt,updatedAt,previousVersionId,version,orgMeta,scannedCopyUrl,referenceNo,titleHi,contentHi,isExternal,recipientName,recipientAddress,salutation,authorId,signatoryId
f58654c6-8e93-4daa-a357-cde908c1e1b9,MANUAL,DRAFT,khkhkhjdkhjsfk,<p>lkjsflkflkjlsjljklkjlj</p>,,,d865afb7-ff85-4c9b-bfd7-9a32f4664e34,,,Apr 2026,2026-04-21T10:11:51.679Z,2026-04-21T10:11:51.679Z,,1,[object Object],,RO/PLNG/L/2026/04/56,,,true,,,"Sir/Madam,",647981e1-5de2-48c5-a09b-722b361aec5e,35cf11f6-043a-46b9-90db-7438e5189137
4c44c8aa-90c0-48a8-9e8b-0720809c03de,MANUAL,DRAFT,trial,content,,,c8a6b511-1a98-482f-9d84-5be9ad456e11,,,Mar 2026,2026-03-31T13:54:01.777Z,2026-03-31T13:54:01.777Z,,1,[object Object],,,,,false,,,"Sir/Madam,",,
edba5814-fab3-461a-bcac-433eee3c1e4f,APPRECIATION,DRAFT,Core Retail PERFORMANCE APPRECIATION LETTER - Mar 2026,"Dear Sir/Madam,

The performance of Kosavapatti Branch under Core Retail for the review period Mar 2026 has been examined at the Regional Office, and we are pleased to place on record our appreciation for the results delivered under your leadership as Branch Head.

Your branch has registered commendable performance across Housing Loans, Education Loans, and Vehicle Loans, with particularly notable contribution in Housing Loans (variance of Rs. 0.00 Lakhs) and Education Loans (variance of Rs. 0.00 Lakhs). The comparative position against the benchmark and the financial year opening baseline is furnished below for ready reference.

[PERFORMANCE_TABLE]

The above outcome reflects focused monitoring, timely follow-up, and committed effort by the branch team. Please convey our appreciation to all officials and staff who contributed to this performance.

You are requested to sustain the same momentum in the coming review periods and continue to consolidate the gains already achieved.

With compliments,
Regional Office",,,3363b2e6-6116-45f0-9e9d-d9ffd99c3f24,,,Mar 2026,2026-04-21T10:07:54.460Z,2026-04-21T10:07:54.460Z,,1,[object Object],,RO/PLNG/PERF/2026/03/262,,,false,,,"Dear Sir/Madam,",,
7e532440-56eb-486c-aaff-7a9bd260ec16,MANUAL,DRAFT,Certificate of Compliance – Compliance Breaches Pointed out in Annual  Compliance Audit – 2025-26 | Regional Office: Dindigul (3933),"<p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">We&nbsp;refer&nbsp;to&nbsp;your&nbsp;letter&nbsp;dated&nbsp;09.12.2025&nbsp;and&nbsp;its&nbsp;subsequent&nbsp;dates&nbsp;regarding&nbsp;Annual&nbsp;Compliance&nbsp;Audit&nbsp;–&nbsp;2025-26&nbsp;conducted&nbsp;for&nbsp;the&nbsp;selected&nbsp;Branches&nbsp;under&nbsp;our&nbsp;control.</span></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">We&nbsp;are&nbsp;furnishing&nbsp;herewith&nbsp;branch&nbsp;wise&nbsp;present&nbsp;status&nbsp;of&nbsp;compliance&nbsp;as&nbsp;under:</span></p><p></p><table style=""border: 1px solid #000;""><tbody><tr><td data-row=""1""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">S.&nbsp;No.</span></td><td data-row=""1""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Name&nbsp;of&nbsp;the&nbsp;Branch</span></td><td data-row=""1""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Compliance&nbsp;Breaches&nbsp;Pointed&nbsp;Out&nbsp;in&nbsp;Compliance&nbsp;Audit&nbsp;–&nbsp;2025-26</span></td><td data-row=""1""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Action&nbsp;Taken&nbsp;and&nbsp;Present&nbsp;compliance&nbsp;Status</span></td></tr><tr><td data-row=""2""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">1</span></td><td data-row=""2""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Palanichettipatti</span></td><td data-row=""2""></td><td data-row=""2""></td></tr><tr><td data-row=""3""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">2</span></td><td data-row=""3""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Dharumathupatti</span></td><td data-row=""3""></td><td data-row=""3""></td></tr><tr><td data-row=""4""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">3</span></td><td data-row=""4""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Anaipatti</span></td><td data-row=""4""></td><td data-row=""4""></td></tr><tr><td data-row=""5""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">4</span></td><td data-row=""5""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Puduchatram</span></td><td data-row=""5""></td><td data-row=""5""></td></tr><tr><td data-row=""6""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">5</span></td><td data-row=""6""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Sendurai</span></td><td data-row=""6""></td><td data-row=""6""></td></tr><tr><td data-row=""7""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">6</span></td><td data-row=""7""><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Boothipuram</span></td><td data-row=""7""></td><td data-row=""7""></td></tr></tbody></table><p></p><p></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">We&nbsp;certify&nbsp;that&nbsp;the&nbsp;non&nbsp;–&nbsp;compliances&nbsp;/&nbsp;discrepancies&nbsp;/&nbsp;deficiencies&nbsp;pointed&nbsp;out&nbsp;in&nbsp;the&nbsp;“Annual&nbsp;Compliance&nbsp;Audit&nbsp;–&nbsp;2025-26”&nbsp;report&nbsp;stands&nbsp;rectified.</span></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">&nbsp;</span></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0);"">Thanking&nbsp;you,</span></p><p></p>",,,d865afb7-ff85-4c9b-bfd7-9a32f4664e34,,,Apr 2026,2026-04-09T06:26:46.825Z,2026-04-09T06:26:46.825Z,,1,[object Object],,,,,true,The Chief General Manager & Chief Compliance Officer,"Indian Overseas Bank,
Compliance Department,
Central Office, Chennai.","Respected Sir,",,
f10e9c15-6482-4530-abd8-02b56bd0c7ab,APPRECIATION,DRAFT,Core Retail Performance Appreciation - Apr 2026,"Dear Madam,

The performance of Dharumathupatti Branch under Core Retail for the review period Apr 2026 has been examined at the Regional Office, and we are pleased to place on record our appreciation for the results delivered under your leadership as Manager - I Line.

Your branch has registered commendable performance across Housing Loans, Education Loans, Vehicle Loans, Other Retail, Liquid Loans, and Mortgage Loans, with particularly notable contribution in Housing Loans (variance of Rs. 117.26 Cr) and Other Retail (variance of Rs. 65.23 Cr). The comparative position against the benchmark and the financial year opening baseline is furnished below for ready reference.

[PERFORMANCE_TABLE]

The above outcome reflects focused monitoring, timely follow-up, and committed effort by the branch team. Please convey our appreciation to all officials and staff who contributed to this performance.

You are requested to sustain the same momentum in the coming review periods and continue to consolidate the gains already achieved.

With compliments,
Regional Office",,,9aeb3132-f278-431b-9d09-f3bba3145613,,,Apr 2026,2026-04-21T01:04:49.879Z,2026-04-21T01:04:49.879Z,,1,[object Object],,RO/PLNG/PERF/2026/04/254,,,false,,,"Dear Madam,",,
01eadbeb-cfff-4237-9d57-ff164577d5bd,EXPLANATION,DRAFT,Deposits PERFORMANCE EXPLANATION LETTER - Mar 2026,"Dear Sir,

The performance of Batlagundu Branch under Deposits for the review period Mar 2026 has been reviewed, and it is observed that the branch is lagging behind the expected benchmark in Current Deposits, with visible pressure in Current Deposits (variance of Rs. 138.00 Lakhs).

The comparative position of actuals, benchmark, and financial year opening levels is reproduced below for immediate analysis and corrective action.

[PERFORMANCE_TABLE]

The present level of achievement is not commensurate with the potential of the branch and calls for close managerial attention. As Manager - I Line, you are requested to examine the reasons for the shortfall parameter-wise and identify business sourcing gaps, recovery constraints, monitoring lapses, and remedial measures required.

You may submit a concise and time-bound action plan to the Regional Office within 7 working days, indicating branch-level responsibility, review milestones, and the likely timeline for closing the gaps.

This matter may be accorded top priority and monitored personally until measurable improvement becomes visible in the subsequent review cycle.",,,2f99968c-9190-4cd4-8dba-573cbb9895d3,,,Mar 2026,2026-04-21T10:07:53.637Z,2026-04-21T10:07:53.637Z,,1,[object Object],,RO/PLNG/PERF/2026/03/162,,,false,,,"Dear Sir,",,
bfb4e4f2-44b7-4fbc-bc70-282e0f724113,APPRECIATION,DRAFT,NPA Management PERFORMANCE APPRECIATION LETTER - Mar 2026,"Dear Sir,

The performance of Batlagundu Branch under NPA Management for the review period Mar 2026 has been examined at the Regional Office, and we are pleased to place on record our appreciation for the results delivered under your leadership as Manager - I Line.

Your branch has registered commendable performance across Gross NPA, with particularly notable contribution in Gross NPA (variance of Rs. 8,762.58 Lakhs). The comparative position against the benchmark and the financial year opening baseline is furnished below for ready reference.

[PERFORMANCE_TABLE]

The above outcome reflects focused monitoring, timely follow-up, and committed effort by the branch team. Please convey our appreciation to all officials and staff who contributed to this performance.

You are requested to sustain the same momentum in the coming review periods and continue to consolidate the gains already achieved.

With compliments,
Regional Office",,,2f99968c-9190-4cd4-8dba-573cbb9895d3,,,Mar 2026,2026-04-21T10:07:53.642Z,2026-04-21T10:07:53.642Z,,1,[object Object],,RO/PLNG/PERF/2026/03/163,,,false,,,"Dear Sir,",,
c4e0ce32-e042-4106-942b-b1ee88e0ef51,EXPLANATION,DRAFT,Core Agri PERFORMANCE EXPLANATION LETTER - Mar 2026,"Dear Sir,

The performance of Batlagundu Branch under Core Agri for the review period Mar 2026 has been reviewed, and it is observed that the branch is lagging behind the expected benchmark in Core Agri, KCC, SHG, and Other Agriculture Schemes, with visible pressure in Core Agri (variance of Rs. 10,390.55 Lakhs) and SHG (variance of Rs. 3,186.29 Lakhs).

The comparative position of actuals, benchmark, and financial year opening levels is reproduced below for immediate analysis and corrective action.

[PERFORMANCE_TABLE]

The present level of achievement is not commensurate with the potential of the branch and calls for close managerial attention. As Manager - I Line, you are requested to examine the reasons for the shortfall parameter-wise and identify business sourcing gaps, recovery constraints, monitoring lapses, and remedial measures required.

You may submit a concise and time-bound action plan to the Regional Office within 7 working days, indicating branch-level responsibility, review milestones, and the likely timeline for closing the gaps.

This matter may be accorded top priority and monitored personally until measurable improvement becomes visible in the subsequent review cycle.",,,2f99968c-9190-4cd4-8dba-573cbb9895d3,,,Mar 2026,2026-04-21T10:07:53.654Z,2026-04-21T10:07:53.654Z,,1,[object Object],,RO/PLNG/PERF/2026/03/164,,,false,,,"Dear Sir,",,
cfa78b7a-fac9-47a2-a966-a4c6236c2966,APPRECIATION,DRAFT,Core SME Performance Appreciation - Apr 2026,"Dear Madam,

The performance of Dharumathupatti Branch under Core SME for the review period Apr 2026 has been examined at the Regional Office, and we are pleased to place on record our appreciation for the results delivered under your leadership as Manager - I Line.

Your branch has registered commendable performance across Core MSME and Mudra, with particularly notable contribution in Core MSME (variance of Rs. 99.45 Cr) and Mudra (variance of Rs. 66.97 Cr). The comparative position against the benchmark and the financial year opening baseline is furnished below for ready reference.

[PERFORMANCE_TABLE]

The above outcome reflects focused monitoring, timely follow-up, and committed effort by the branch team. Please convey our appreciation to all officials and staff who contributed to this performance.

You are requested to sustain the same momentum in the coming review periods and continue to consolidate the gains already achieved.

With compliments,
Regional Office",,,9aeb3132-f278-431b-9d09-f3bba3145613,,,Apr 2026,2026-04-21T01:04:49.884Z,2026-04-21T01:04:49.884Z,,1,[object Object],,RO/PLNG/PERF/2026/04/255,,,false,,,"Dear Madam,",,
4aeb47f7-7ba1-4ef7-b554-2665f7af36f4,EXPLANATION,DRAFT,Core Retail PERFORMANCE EXPLANATION LETTER - Mar 2026,"Dear Madam,

The performance of Tamaraikulam Branch under Core Retail for the review period Mar 2026 has been reviewed, and it is observed that the branch is lagging behind the expected benchmark in Education Loans and Vehicle Loans, with visible pressure in Vehicle Loans (variance of Rs. 7,136.83 Lakhs) and Education Loans (variance of Rs. 61.52 Lakhs).

The comparative position of actuals, benchmark, and financial year opening levels is reproduced below for immediate analysis and corrective action.

[PERFORMANCE_TABLE]

The present level of achievement is not commensurate with the potential of the branch and calls for close managerial attention. As Manager - I Line, you are requested to examine the reasons for the shortfall parameter-wise and identify business sourcing gaps, recovery constraints, monitoring lapses, and remedial measures required.

You may submit a concise and time-bound action plan to the Regional Office within 7 working days, indicating branch-level responsibility, review milestones, and the likely timeline for closing the gaps.

This matter may be accorded top priority and monitored personally until measurable improvement becomes visible in the subsequent review cycle.",,,8777447e-bacc-4b8f-b92a-72cacfad3da0,,,Mar 2026,2026-04-21T10:07:53.420Z,2026-04-21T10:07:53.420Z,,1,[object Object],,RO/PLNG/PERF/2026/03/136,,,false,,,"Dear Madam,",,
